Doctor Name,Specialization,Experience,Location,City,Hospital,Consultation Fee,Profile Link
Dr. Pooja Sharma Dimri,Gynecologist/Obstetrician,25 years experience overall,"Malad West,",Mumbai,Cloudnine Hospital,₹1000,https://www.practo.com/mumbai/doctor/dr-pooja-sharma-dimri-gynecologist-obstetrician-1?practice_id=1053187&specialization=Doctor&referrer=doctor_listing&page_uid=d237b79b-1a21-4275-9b99-09baa2ecf22c
Dr. Hardik J. Shah,Dentist,20 years experience overall,"JB Nagar,",Mumbai,Smile Sensations Dental Clinic,₹500,https://www.practo.com/mumbai/doctor/dr-hardik-shah-dentist?practice_id=675510&specialization=Doctor&referrer=doctor_listing&page_uid=d237b79b-1a21-4275-9b99-09baa2ecf22c
Dr. Amruta Bhalchandra Wadekar,Dentist,31 years experience overall,"Dahisar East,",Mumbai,Speciality Dental Centre & Dental Implants,₹500,https://www.practo.com/mumbai/doctor/dr-amruta-wadekar-dentist-dentist?practice_id=649014&specialization=Doctor&referrer=doctor_listing&page_uid=d237b79b-1a21-4275-9b99-09baa2ecf22c
Dr. Shruti Avinash Bajaj,Pediatrician,17 years experience overall,"Malad West,",Mumbai,Cloudnine Hospital,₹3600,https://www.practo.com/mumbai/doctor/dr-shruti-avinash-bajaj-pediatrician?practice_id=1053187&specialization=Doctor&referrer=doctor_listing&page_uid=d237b79b-1a21-4275-9b99-09baa2ecf22c
Dr. Anagha Chhatrapati,Gynecologist/Obstetrician,18 years experience overall,"Parel,",Mumbai,Gleneagles Hospitals,₹2000,https://www.practo.com/mumbai/doctor/anagha-chhatrapati-gynecologist-obstetrician?practice_id=982258&specialization=Doctor&referrer=doctor_listing&page_uid=d237b79b-1a21-4275-9b99-09baa2ecf22c
Dr. Anita S. Chavan,Gynecologist/Obstetrician,25 years experience overall,"Malad West,",Mumbai,Cloudnine Hospital,₹1200,https://www.practo.com/mumbai/doctor/dr-anita-chavan-gynecologist-obstetrician-3?practice_id=1053187&specialization=Doctor&referrer=doctor_listing&page_uid=d237b79b-1a21-4275-9b99-09baa2ecf22c
Dr. Sujit Shanshanwal,Dermatologist,16 years experience overall,"Santacruz West,",Mumbai,SkinAmour Clinic,₹1500,https://www.practo.com/mumbai/doctor/dr-sujit-shanshanwal?practice_id=1157386&specialization=Doctor&referrer=doctor_listing&page_uid=d237b79b-1a21-4275-9b99-09baa2ecf22c
Dr. Kshama P Vibhakar,Dermatologist,22 years experience overall,"Andheri East,",Mumbai,Skin 'N' Sculpt,₹1500,https://www.practo.com/mumbai/doctor/kshama-vibhakar-dermatologist-cosmetologist?practice_id=794844&specialization=Doctor&referrer=doctor_listing&page_uid=d237b79b-1a21-4275-9b99-09baa2ecf22c
Dr. Jayesh G. Mehta,Dentist,35 years experience overall,"Mulund West,",Mumbai,Dr. Jayesh G. Mehta's Dental clinic,₹300,https://www.practo.com/mumbai/doctor/dr-jayesh-g-mehta-dentist?practice_id=729546&specialization=Doctor&referrer=doctor_listing&page_uid=4f728f6c-2978-4a3d-b261-007d24cac032
Dr. Siddhi Saijan,Dentist,15 years experience overall,"Borivali West,",Mumbai,Core Dentistry,₹200,https://www.practo.com/mumbai/doctor/dr-siddhi-saijan-dentist?practice_id=1259609&specialization=Doctor&referrer=doctor_listing&page_uid=4f728f6c-2978-4a3d-b261-007d24cac032
Ms. Diksha Kamble,Psychologist,7 years experience overall,"Andheri West,",Mumbai,The White Space,₹3000,https://www.practo.com/mumbai/therapist/diksha-kamble-hypnotherapist?practice_id=1221632&specialization=Doctor&referrer=doctor_listing&page_uid=4f728f6c-2978-4a3d-b261-007d24cac032
Dr. Urvi Shah,Dentist,25 years experience overall,"Mulund West,",Mumbai,Dentcure Dental Clinic,₹300,https://www.practo.com/mumbai/doctor/urvi-shah-1-dentist?practice_id=773278&specialization=Doctor&referrer=doctor_listing&page_uid=4f728f6c-2978-4a3d-b261-007d24cac032
Dr. Jigna Sanghavi,Dentist,16 years experience overall,"Mira Road,",Mumbai,Crowns & Roots Dental Solutions,₹200,https://www.practo.com/mumbai/doctor/dr-jigna-sanghavi-dentist?practice_id=749467&specialization=Doctor&referrer=doctor_listing&page_uid=4f728f6c-2978-4a3d-b261-007d24cac032
Dr. Kukreja A. Kalani,Homoeopath,28 years experience overall,"Powai,",Mumbai,Kent Homeopathy Clinic,₹500,https://www.practo.com/mumbai/doctor/kukreja-a-homeopath?practice_id=1045343&specialization=Doctor&referrer=doctor_listing&page_uid=4f728f6c-2978-4a3d-b261-007d24cac032
Dr. Rajendra Shah,Dentist,47 years experience overall,"Powai,",Mumbai,Smile Plus Dental Clinic,₹200,https://www.practo.com/mumbai/doctor/dr-rajendra-shah-dentist?practice_id=1177500&specialization=Doctor&referrer=doctor_listing&page_uid=4f728f6c-2978-4a3d-b261-007d24cac032
Dr. Abhijit V. Shetty,Dentist,17 years experience overall,"Chembur,",Mumbai,Happy Roots Multispeciality Dental Clinic,₹300,https://www.practo.com/mumbai/doctor/dr-abhijit-v-shetty-dentist?practice_id=1034518&specialization=Doctor&referrer=doctor_listing&page_uid=4f728f6c-2978-4a3d-b261-007d24cac032
Dr. Rajul S. Parikh,Ophthalmologist,31 years experience overall,"Andheri West,",Mumbai,Shreeji Eye Clinic,₹950,https://www.practo.com/mumbai/doctor/dr-rajul-parikh-ophthalmologist?practice_id=724738&specialization=Doctor&referrer=doctor_listing&page_uid=4f728f6c-2978-4a3d-b261-007d24cac032
Dr. Hetal Chheda,Dentist,18 years experience overall,"Borivali West,",Mumbai,Smile Gallery Dental Clinic,₹400,https://www.practo.com/mumbai/doctor/dr-hetal-chheda-dentist?practice_id=1189287&specialization=Doctor&referrer=doctor_listing&page_uid=4f728f6c-2978-4a3d-b261-007d24cac032
Dr. Rajiv Rajan,Dentist,26 years experience overall,"Deonar,",Mumbai,Raj Dental Clinic,₹300,https://www.practo.com/mumbai/doctor/dr-rajiv-rajan-dentist?practice_id=699642&specialization=Doctor&referrer=doctor_listing&page_uid=ade8ca94-de94-41f4-8e4d-501ef0681133
Dr. Siddarth Naik,Dentist,27 years experience overall,"Chembur,",Mumbai,Dental Speciality Care,₹500,https://www.practo.com/mumbai/doctor/dr-siddarth-naik-dentist?practice_id=648935&specialization=Doctor&referrer=doctor_listing&page_uid=ade8ca94-de94-41f4-8e4d-501ef0681133
Dr. Adhye,Homoeopath,42 years experience overall,"Chembur,",Mumbai,Dr. Adhye's Homeopathic Clinic,₹1700,https://www.practo.com/mumbai/doctor/dr-adhye-homeopath?practice_id=700680&specialization=Doctor&referrer=doctor_listing&page_uid=ade8ca94-de94-41f4-8e4d-501ef0681133
Dr. Jayanti Kamat,Gynecologist/Obstetrician,33 years experience overall,"Goregaon East,",Mumbai,Shrishti Fertility Care Centre and Women Clinic,₹1000,https://www.practo.com/mumbai/doctor/jayanti-kamat-gynecologist-obstetrician?practice_id=1069745&specialization=Doctor&referrer=doctor_listing&page_uid=ade8ca94-de94-41f4-8e4d-501ef0681133
Dr. Bhavesh Gohil,Ophthalmologist,25 years experience overall,"Wadala,",Mumbai,Clear Vision Eye Clinic,₹600,https://www.practo.com/mumbai/doctor/dr-bhavesh-gohil-ophthalmologist1?practice_id=684779&specialization=Doctor&referrer=doctor_listing&page_uid=ade8ca94-de94-41f4-8e4d-501ef0681133
Dr. Madhulika Mhatre,Dermatologist,15 years experience overall,"Andheri West,",Mumbai,Mulekar Vitilgo Clinic,₹500,https://www.practo.com/mumbai/doctor/dr-madhulika-mhatre-dermatologist?practice_id=746507&specialization=Doctor&referrer=doctor_listing&page_uid=ade8ca94-de94-41f4-8e4d-501ef0681133
Dr. Deepam J. Shah,Dermatologist,15 years experience overall,"Opera House,",Mumbai,Viva Aesthetic Clinic,₹2000,https://www.practo.com/mumbai/doctor/dr-deepam-j-shah-dermatologist-cosmetologist?practice_id=701710&specialization=Doctor&referrer=doctor_listing&page_uid=ade8ca94-de94-41f4-8e4d-501ef0681133
Dr. Urmil Arora,Dentist,60 years experience overall,"Khar West,",Mumbai,Aesthetic Smiles Dental Clinics And Facial Rejuvenation,₹300,https://www.practo.com/mumbai/doctor/dr-urmil-arora?practice_id=918675&specialization=Doctor&referrer=doctor_listing&page_uid=ade8ca94-de94-41f4-8e4d-501ef0681133
Ms. Shraddha Khot   (Physiotherapist),Physiotherapist,17 years experience overall,"Borivali West,",Mumbai,RESTORE Physiotherapy & Rehabilitation Clinic,₹500,https://www.practo.com/mumbai/therapist/shraddha-khot-physiotherapist?practice_id=1270284&specialization=Doctor&referrer=doctor_listing&page_uid=ade8ca94-de94-41f4-8e4d-501ef0681133
Dr. Amit Vora,Homoeopath,21 years experience overall,"Bhandup West,",Mumbai,Homoeopathic Clinic,₹1000,https://www.practo.com/mumbai/doctor/dr-amit-vora-1-homeopath?practice_id=827190&specialization=Doctor&referrer=doctor_listing&page_uid=ade8ca94-de94-41f4-8e4d-501ef0681133
Dr. Burzin Khan,Dentist,38 years experience overall,"Fort,",Mumbai,Opus Dental Specialities,₹1000,https://www.practo.com/mumbai/doctor/dr-burzin-khan-dentist?practice_id=648751&specialization=Doctor&referrer=doctor_listing&page_uid=60d12d0a-caa7-426c-8463-1134ab4cf250
Dr. Sonali Pandit,Ear-Nose-Throat (ENT) Specialist,28 years experience overall,"Chembur,",Mumbai,Aaryan ENT Clinic,₹1000,https://www.practo.com/mumbai/doctor/dr-sonali-pandit-ear-nose-throat-ent-specialist-2?practice_id=691072&specialization=Doctor&referrer=doctor_listing&page_uid=60d12d0a-caa7-426c-8463-1134ab4cf250
Dr. Balkrishna M Inamdar,Gynecologist/Obstetrician,46 years experience overall,"Goregaon West,",Mumbai,Datt Maternity & Surgical Home,₹1000,https://www.practo.com/mumbai/doctor/dr-balkrishna-m-inamdar-gynecologist-obstetrician?practice_id=779030&specialization=Doctor&referrer=doctor_listing&page_uid=60d12d0a-caa7-426c-8463-1134ab4cf250
Dr. Devang Bidaye,Dentist,8 years experience overall,"Khar West,",Mumbai,Ace Dental Care & Epident Implant Center,₹500,https://www.practo.com/mumbai/doctor/devang-bidaye-dentist?practice_id=653394&specialization=Doctor&referrer=doctor_listing&page_uid=60d12d0a-caa7-426c-8463-1134ab4cf250
Dr. Karanjit Singh Chaudhary,Dentist,21 years experience overall,"Tilak Nagar,",Mumbai,Envisage Speciality Dental Clinic,₹800,https://www.practo.com/mumbai/doctor/dr-karanjit-singh-chaudhary-dentist?practice_id=649067&specialization=Doctor&referrer=doctor_listing&page_uid=60d12d0a-caa7-426c-8463-1134ab4cf250
Dr. Bharat V Shah,Nephrologist,45 years experience overall,"Parel,",Mumbai,Gleneagles Hospitals,₹3000,https://www.practo.com/mumbai/doctor/dr-bharat-v-shah-nephrologist?practice_id=982258&specialization=Doctor&referrer=doctor_listing&page_uid=60d12d0a-caa7-426c-8463-1134ab4cf250
Dr. Riddhi Mehta,Dentist,16 years experience overall,"Malad West,",Mumbai,Dr.Riddhi's Dental Studio,₹400,https://www.practo.com/mumbai/doctor/dr-riddhi-mehta?practice_id=1109504&specialization=Doctor&referrer=doctor_listing&page_uid=60d12d0a-caa7-426c-8463-1134ab4cf250
Dr. Pallavi Parekh,Dentist,19 years experience overall,"Bandra West,",Mumbai,Parekh's Dental Clinic,₹500,https://www.practo.com/mumbai/doctor/dr-pallavi-dandge-dentist?practice_id=1062743&specialization=Doctor&referrer=doctor_listing&page_uid=60d12d0a-caa7-426c-8463-1134ab4cf250
Dr. Manish Purohit,Dentist,15 years experience overall,"Goregaon West,",Mumbai,Smile Sutra  Multi Speciality Dental Clinic,₹300,https://www.practo.com/mumbai/doctor/dr-manish-purohit-dentist?practice_id=1168654&specialization=Doctor&referrer=doctor_listing&page_uid=60d12d0a-caa7-426c-8463-1134ab4cf250
Dr. Nanda R Kumar,Gynecologist/Obstetrician,22 years experience overall,"Chembur East,",Mumbai,Dr. Nanda R Kumar's Gynecology Clinic.,₹1000,https://www.practo.com/mumbai/doctor/dr-nanda-r-kumar-1-gynecologist-obstetrician?practice_id=1049374&specialization=Doctor&referrer=doctor_listing&page_uid=60d12d0a-caa7-426c-8463-1134ab4cf250
Dr. Kunal Mehta,Dentist,16 years experience overall,"Mira Road,",Mumbai,DentoKraft Dental Clinic,₹200,https://www.practo.com/mumbai/doctor/dr-kunalmehta-dentist-1?practice_id=1125183&specialization=Doctor&referrer=doctor_listing&page_uid=aa3da7d9-9d2b-4f51-89fd-6da7f13aee9d
Dr. Pankaj Ashok Agarwal,Neurologist,28 years experience overall,"Parel,",Mumbai,Gleneagles Hospitals,₹2500,https://www.practo.com/mumbai/doctor/pankaj-agarwal-1-neurologist?practice_id=982258&specialization=Doctor&referrer=doctor_listing&page_uid=aa3da7d9-9d2b-4f51-89fd-6da7f13aee9d
Dr. Samir Rajadhyaksha,Rheumatologist,32 years experience overall,"Parel,",Mumbai,Gleneagles Hospitals,₹2750,https://www.practo.com/mumbai/doctor/dr-samir-rajadhyaksha-rheumatologist?practice_id=982258&specialization=Doctor&referrer=doctor_listing&page_uid=aa3da7d9-9d2b-4f51-89fd-6da7f13aee9d
Dr. Devang Shah,Dentist,15 years experience overall,"Kandivali West,",Mumbai,Kidz & Family Dental Hub,₹300,https://www.practo.com/mumbai/doctor/dr-dr-devang-shah-dentist?practice_id=1145163&specialization=Doctor&referrer=doctor_listing&page_uid=aa3da7d9-9d2b-4f51-89fd-6da7f13aee9d
Dr. Disha Sanghvi,Dentist,17 years experience overall,"Versova,",Mumbai,InstaSmiles,₹500,https://www.practo.com/mumbai/doctor/dr-disha-sanghvi-dentist?practice_id=1271588&specialization=Doctor&referrer=doctor_listing&page_uid=aa3da7d9-9d2b-4f51-89fd-6da7f13aee9d
Dr. Pradeep Prabhakar Rao,Urologist,35 years experience overall,"Parel,",Mumbai,Gleneagles Hospitals,₹1850,https://www.practo.com/mumbai/doctor/dr-pradeep-prabhakar-rao-general-physician?practice_id=982258&specialization=Doctor&referrer=doctor_listing&page_uid=aa3da7d9-9d2b-4f51-89fd-6da7f13aee9d
Dr. Chitrang Thaker,Dentist,25 years experience overall,"Goregaon East,",Mumbai,The Dental Studio,₹500,https://www.practo.com/mumbai/doctor/dr-chitrang-thaker-dentist-1?practice_id=648795&specialization=Doctor&referrer=doctor_listing&page_uid=aa3da7d9-9d2b-4f51-89fd-6da7f13aee9d
Dr. Anju Bijoy Methil,Dermatologist,31 years experience overall,"Andheri West,",Mumbai,The Skin and Shape Clinic,₹1200,https://www.practo.com/mumbai/doctor/dr-anju-methil-dermatologist-cosmetologist-1?practice_id=649377&specialization=Doctor&referrer=doctor_listing&page_uid=aa3da7d9-9d2b-4f51-89fd-6da7f13aee9d
Dr. Suresh Isawe,Dentist,44 years experience overall,"Malad West,",Mumbai,Gurukrupa Advanced Dental Care Center,₹1000,https://www.practo.com/mumbai/doctor/dr-suresh-isawe-dentist-2?practice_id=648618&specialization=Doctor&referrer=doctor_listing&page_uid=aa3da7d9-9d2b-4f51-89fd-6da7f13aee9d
Dr. Charmi Mehta,Dentist,15 years experience overall,"Mira Road,",Mumbai,DentoKraft Dental Clinic,₹200,https://www.practo.com/mumbai/doctor/dr-charmi-mehta-dentist?practice_id=1125183&specialization=Doctor&referrer=doctor_listing&page_uid=aa3da7d9-9d2b-4f51-89fd-6da7f13aee9d
Dr. Praful Barvalia,Homoeopath,44 years experience overall,"Ghatkopar East,",Mumbai,Dr. Barvalias Vibrant Homoeopathic Healing Centre,₹2500,https://www.practo.com/mumbai/doctor/dr-praful-barvalia-homeopath-2?practice_id=984592&specialization=Doctor&referrer=doctor_listing&page_uid=9bf03aca-cfdd-449c-833b-72a1756aca57
Dr. Aditi Gaur,Dentist,14 years experience overall,"Mulund West,",Mumbai,Embrace Smiles,₹500,https://www.practo.com/mumbai/doctor/aditi-gaur-dentist?practice_id=1275076&specialization=Doctor&referrer=doctor_listing&page_uid=9bf03aca-cfdd-449c-833b-72a1756aca57
Dr. Priyal Virani,Dentist,18 years experience overall,"Mulund West,",Mumbai,Trisa Dental Solutions,₹400,https://www.practo.com/mumbai/doctor/dr-priyal-virani-dentist?practice_id=649324&specialization=Doctor&referrer=doctor_listing&page_uid=9bf03aca-cfdd-449c-833b-72a1756aca57
Dr. Rasna Kapoor,Dermatologist,26 years experience overall,"Bandra West,",Mumbai,Kaya Clinic,₹500,https://www.practo.com/mumbai/doctor/dr-rasna-kapoor-dermatologist-cosmetologist?practice_id=1026160&specialization=Doctor&referrer=doctor_listing&page_uid=9bf03aca-cfdd-449c-833b-72a1756aca57
Dr. Ajaykumar R. Gajengi,Urologist,21 years experience overall,"Borivali West,",Mumbai,Dr.Ajay Kumar Gajengi's Uroconsult,₹1000,https://www.practo.com/mumbai/doctor/dr-ajaykumar-r-gajengi-urologist?practice_id=1233414&specialization=Doctor&referrer=doctor_listing&page_uid=9bf03aca-cfdd-449c-833b-72a1756aca57
Dr. Nitesh Motwani,Dentist,17 years experience overall,"Andheri West,",Mumbai,Smile Concepts Multi Speciality Dental Clinic,₹400,https://www.practo.com/mumbai/doctor/dr-nitesh-motwani-dentist-2?practice_id=655580&specialization=Doctor&referrer=doctor_listing&page_uid=9bf03aca-cfdd-449c-833b-72a1756aca57
Dr. Sneha Kothari,Endocrinologist,21 years experience overall,"Parel,",Mumbai,Gleneagles Hospitals,₹2200,https://www.practo.com/mumbai/doctor/dr-sneha-kothari-endocrinologist?practice_id=982258&specialization=Doctor&referrer=doctor_listing&page_uid=9bf03aca-cfdd-449c-833b-72a1756aca57
Dr. Piyush Sureshkumar Shah,Pediatrician,20 years experience overall,"Malad West,",Mumbai,Cloudnine Hospital,₹1300,https://www.practo.com/mumbai/doctor/dr-piyush-sureshkumar-shah-pediatrician?practice_id=1053187&specialization=Doctor&referrer=doctor_listing&page_uid=9bf03aca-cfdd-449c-833b-72a1756aca57
Dr. Prakash Trivedi,Gynecologist/Obstetrician,46 years experience overall,"Ghatkopar East,",Mumbai,Dr. Trivedis Total Woman Health Care Centre,₹3000,https://www.practo.com/mumbai/doctor/dr-prakash-trivedi-gynecologist-obstetrician-2-general-physician?practice_id=1279194&specialization=Doctor&referrer=doctor_listing&page_uid=9bf03aca-cfdd-449c-833b-72a1756aca57
Ms. Kruti Harsh Mehta   (Physiotherapist),Physiotherapist,16 years experience overall,"Vikhroli,",Mumbai,Healing Hands Physiotherapy,₹500,https://www.practo.com/mumbai/therapist/dr-kruti-harsh-mehta-alternative-medicine?practice_id=1379262&specialization=Doctor&referrer=doctor_listing&page_uid=9bf03aca-cfdd-449c-833b-72a1756aca57
Dr. Prabha Acharya,Homoeopath,37 years experience overall,"Andheri East,",Mumbai,Global Homoeopathy and Esthetiques Clinic,₹1500,https://www.practo.com/mumbai/doctor/dr-prabha-acharya-homeopath-2?practice_id=649091&specialization=Doctor&referrer=doctor_listing&page_uid=e7be6d1f-0e12-4338-b86d-bb86b7a76fc3
Dr. Kuldip Raj Kohli,Ayurveda,43 years experience overall,"Lower Parel,",Mumbai,Kohli's Ayurveda And Panchakarma Centre,₹1000,https://www.practo.com/mumbai/doctor/kuldip-raj-kohli-ayurveda?practice_id=1278544&specialization=Doctor&referrer=doctor_listing&page_uid=e7be6d1f-0e12-4338-b86d-bb86b7a76fc3
Dr. Shefali Parikh,Ophthalmologist,29 years experience overall,"Andheri West,",Mumbai,Shreeji Eye Clinic,₹950,https://www.practo.com/mumbai/doctor/dr-shefali-parikh-1-ophthalmologist?practice_id=724738&specialization=Doctor&referrer=doctor_listing&page_uid=e7be6d1f-0e12-4338-b86d-bb86b7a76fc3
Dr. Rajiv Anand,Psychiatrist,49 years experience overall,"Andheri West,",Mumbai,Inner Light Counselling Centre,₹2000,https://www.practo.com/mumbai/doctor/dr-rajiv-anand-psychiatrist?practice_id=1071730&specialization=Doctor&referrer=doctor_listing&page_uid=e7be6d1f-0e12-4338-b86d-bb86b7a76fc3
Dr. Devesh Dholakia,Orthopedist,34 years experience overall,"Parel,",Mumbai,Gleneagles Hospitals,₹2350,https://www.practo.com/mumbai/doctor/dr-devesh-dholakia-orthopedist?practice_id=982258&specialization=Doctor&referrer=doctor_listing&page_uid=e7be6d1f-0e12-4338-b86d-bb86b7a76fc3
Dr. Shounak Parekh,Ophthalmologist,30 years experience overall,"Bandra West,",Mumbai,Parekh Eye Hospital,₹1500,https://www.practo.com/mumbai/doctor/dr-shounak-parekh-ophthalmologist?practice_id=1332987&specialization=Doctor&referrer=doctor_listing&page_uid=e7be6d1f-0e12-4338-b86d-bb86b7a76fc3
Mr. Sanjay Bakhshi   (Physiotherapist),Physiotherapist,28 years experience overall,"Andheri West,",Mumbai,Dr. Sanjay Bakhshi's Physioline Pain & Paralysis Centre,₹1500,https://www.practo.com/mumbai/therapist/dr-sanjay-bakhshi-physiotherapist?practice_id=1016668&specialization=Doctor&referrer=doctor_listing&page_uid=e7be6d1f-0e12-4338-b86d-bb86b7a76fc3
